station_id,station_lat,station_lon,station_type,observation_time,forecast_issue_time,forecast_valid_time,lead_time_hours,observed_temperature_c,gfs_temperature_c,station_elevation_m,gfs_reference_elevation_m,elevation_difference_m,observation_qc,forecast_cycle,forecast_hour,gfs_grid_lat,gfs_grid_lon,forecast_source,forecast_file
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-03T12:00:00,2023-01-01T12:00:00,2023-01-03T12:00:00,48,28.0,27.17,582.47,556.06,26.41,1,12z,48,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230101_12_048_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-02T12:00:00,2023-01-02T00:00:00,2023-01-02T12:00:00,12,30.0,27.11,558.0,677.98,-119.98,1,00z,12,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_012_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-02T12:00:00,2023-01-02T00:00:00,2023-01-02T12:00:00,12,29.0,24.5,11.27,0.86,10.41,1,00z,12,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_012_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-02T12:00:00,2023-01-02T00:00:00,2023-01-02T12:00:00,12,25.0,23.67,314.85,308.86,5.99,1,00z,12,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_012_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-02T12:00:00,2023-01-02T00:00:00,2023-01-02T12:00:00,12,28.0,26.12,582.47,556.06,26.41,1,00z,12,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_012_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-03T00:00:00,2023-01-02T00:00:00,2023-01-03T00:00:00,24,13.0,18.11,558.0,677.98,-119.98,1,00z,24,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_024_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-03T00:00:00,2023-01-02T00:00:00,2023-01-03T00:00:00,24,22.0,24.44,11.27,0.86,10.41,1,00z,24,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_024_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-03T00:00:00,2023-01-02T00:00:00,2023-01-03T00:00:00,24,16.0,15.04,314.85,308.86,5.99,5,00z,24,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_024_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-03T00:00:00,2023-01-02T00:00:00,2023-01-03T00:00:00,24,15.0,17.04,582.47,556.06,26.41,1,00z,24,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_024_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-03T12:00:00,2023-01-02T00:00:00,2023-01-03T12:00:00,36,28.0,27.04,558.0,677.98,-119.98,1,00z,36,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_036_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-03T12:00:00,2023-01-02T00:00:00,2023-01-03T12:00:00,36,29.0,24.57,11.27,0.86,10.41,1,00z,36,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_036_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-03T12:00:00,2023-01-02T00:00:00,2023-01-03T12:00:00,36,25.0,24.04,314.85,308.86,5.99,1,00z,36,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_036_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-03T12:00:00,2023-01-02T00:00:00,2023-01-03T12:00:00,36,28.0,26.88,582.47,556.06,26.41,1,00z,36,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_036_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-04T00:00:00,2023-01-02T00:00:00,2023-01-04T00:00:00,48,15.2,17.87,558.0,677.98,-119.98,1,00z,48,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_048_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-04T00:00:00,2023-01-02T00:00:00,2023-01-04T00:00:00,48,21.0,24.02,11.27,0.86,10.41,1,00z,48,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_048_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-04T00:00:00,2023-01-02T00:00:00,2023-01-04T00:00:00,48,18.0,16.19,314.85,308.86,5.99,1,00z,48,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_048_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-04T00:00:00,2023-01-02T00:00:00,2023-01-04T00:00:00,48,16.0,17.85,582.47,556.06,26.41,1,00z,48,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_00_048_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-03T00:00:00,2023-01-02T12:00:00,2023-01-03T00:00:00,12,13.0,17.74,558.0,677.98,-119.98,1,12z,12,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_012_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-03T00:00:00,2023-01-02T12:00:00,2023-01-03T00:00:00,12,22.0,24.67,11.27,0.86,10.41,1,12z,12,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_012_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-03T00:00:00,2023-01-02T12:00:00,2023-01-03T00:00:00,12,16.0,14.77,314.85,308.86,5.99,5,12z,12,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_012_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-03T00:00:00,2023-01-02T12:00:00,2023-01-03T00:00:00,12,15.0,16.52,582.47,556.06,26.41,1,12z,12,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_012_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-03T12:00:00,2023-01-02T12:00:00,2023-01-03T12:00:00,24,28.0,27.14,558.0,677.98,-119.98,1,12z,24,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_024_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-03T12:00:00,2023-01-02T12:00:00,2023-01-03T12:00:00,24,29.0,24.6,11.27,0.86,10.41,1,12z,24,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_024_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-03T12:00:00,2023-01-02T12:00:00,2023-01-03T12:00:00,24,25.0,23.91,314.85,308.86,5.99,1,12z,24,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_024_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-03T12:00:00,2023-01-02T12:00:00,2023-01-03T12:00:00,24,28.0,26.24,582.47,556.06,26.41,1,12z,24,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_024_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-04T00:00:00,2023-01-02T12:00:00,2023-01-04T00:00:00,36,15.2,17.82,558.0,677.98,-119.98,1,12z,36,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_036_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-04T00:00:00,2023-01-02T12:00:00,2023-01-04T00:00:00,36,21.0,23.99,11.27,0.86,10.41,1,12z,36,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_036_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-04T00:00:00,2023-01-02T12:00:00,2023-01-04T00:00:00,36,18.0,15.82,314.85,308.86,5.99,1,12z,36,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_036_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-04T00:00:00,2023-01-02T12:00:00,2023-01-04T00:00:00,36,16.0,17.11,582.47,556.06,26.41,1,12z,36,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_036_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-04T12:00:00,2023-01-02T12:00:00,2023-01-04T12:00:00,48,26.8,26.83,558.0,677.98,-119.98,1,12z,48,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_048_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-04T12:00:00,2023-01-02T12:00:00,2023-01-04T12:00:00,48,27.0,24.6,11.27,0.86,10.41,1,12z,48,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_048_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-04T12:00:00,2023-01-02T12:00:00,2023-01-04T12:00:00,48,18.0,21.48,314.85,308.86,5.99,5,12z,48,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_048_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-04T12:00:00,2023-01-02T12:00:00,2023-01-04T12:00:00,48,25.0,26.81,582.47,556.06,26.41,1,12z,48,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230102_12_048_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-03T12:00:00,2023-01-03T00:00:00,2023-01-03T12:00:00,12,28.0,27.35,558.0,677.98,-119.98,1,00z,12,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_012_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-03T12:00:00,2023-01-03T00:00:00,2023-01-03T12:00:00,12,29.0,24.37,11.27,0.86,10.41,1,00z,12,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_012_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-03T12:00:00,2023-01-03T00:00:00,2023-01-03T12:00:00,12,25.0,23.88,314.85,308.86,5.99,1,00z,12,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_012_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-03T12:00:00,2023-01-03T00:00:00,2023-01-03T12:00:00,12,28.0,26.05,582.47,556.06,26.41,1,00z,12,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_012_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-04T00:00:00,2023-01-03T00:00:00,2023-01-04T00:00:00,24,15.2,17.62,558.0,677.98,-119.98,1,00z,24,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_024_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-04T00:00:00,2023-01-03T00:00:00,2023-01-04T00:00:00,24,21.0,24.02,11.27,0.86,10.41,1,00z,24,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_024_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-04T00:00:00,2023-01-03T00:00:00,2023-01-04T00:00:00,24,18.0,15.61,314.85,308.86,5.99,1,00z,24,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_024_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-04T00:00:00,2023-01-03T00:00:00,2023-01-04T00:00:00,24,16.0,16.51,582.47,556.06,26.41,1,00z,24,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_024_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-04T12:00:00,2023-01-03T00:00:00,2023-01-04T12:00:00,36,26.8,27.37,558.0,677.98,-119.98,1,00z,36,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_036_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-04T12:00:00,2023-01-03T00:00:00,2023-01-04T12:00:00,36,27.0,24.88,11.27,0.86,10.41,1,00z,36,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_036_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-04T12:00:00,2023-01-03T00:00:00,2023-01-04T12:00:00,36,18.0,21.22,314.85,308.86,5.99,5,00z,36,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_036_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-04T12:00:00,2023-01-03T00:00:00,2023-01-04T12:00:00,36,25.0,26.15,582.47,556.06,26.41,1,00z,36,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_036_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-05T00:00:00,2023-01-03T00:00:00,2023-01-05T00:00:00,48,16.4,18.27,558.0,677.98,-119.98,1,00z,48,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_048_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-05T00:00:00,2023-01-03T00:00:00,2023-01-05T00:00:00,48,24.0,24.71,11.27,0.86,10.41,1,00z,48,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_048_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-05T00:00:00,2023-01-03T00:00:00,2023-01-05T00:00:00,48,16.0,16.82,314.85,308.86,5.99,1,00z,48,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_048_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-05T00:00:00,2023-01-03T00:00:00,2023-01-05T00:00:00,48,17.0,19.49,582.47,556.06,26.41,1,00z,48,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_00_048_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-04T00:00:00,2023-01-03T12:00:00,2023-01-04T00:00:00,12,15.2,17.53,558.0,677.98,-119.98,1,12z,12,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_12_012_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-04T00:00:00,2023-01-03T12:00:00,2023-01-04T00:00:00,12,21.0,24.32,11.27,0.86,10.41,1,12z,12,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_12_012_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-04T00:00:00,2023-01-03T12:00:00,2023-01-04T00:00:00,12,18.0,15.75,314.85,308.86,5.99,1,12z,12,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_12_012_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-04T00:00:00,2023-01-03T12:00:00,2023-01-04T00:00:00,12,16.0,16.07,582.47,556.06,26.41,1,12z,12,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_12_012_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-04T12:00:00,2023-01-03T12:00:00,2023-01-04T12:00:00,24,26.8,27.16,558.0,677.98,-119.98,1,12z,24,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_12_024_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-04T12:00:00,2023-01-03T12:00:00,2023-01-04T12:00:00,24,27.0,24.86,11.27,0.86,10.41,1,12z,24,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_12_024_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-04T12:00:00,2023-01-03T12:00:00,2023-01-04T12:00:00,24,18.0,21.79,314.85,308.86,5.99,5,12z,24,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_12_024_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-04T12:00:00,2023-01-03T12:00:00,2023-01-04T12:00:00,24,25.0,25.77,582.47,556.06,26.41,1,12z,24,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_12_024_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-05T00:00:00,2023-01-03T12:00:00,2023-01-05T00:00:00,36,16.4,18.11,558.0,677.98,-119.98,1,12z,36,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_12_036_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-05T00:00:00,2023-01-03T12:00:00,2023-01-05T00:00:00,36,24.0,24.75,11.27,0.86,10.41,1,12z,36,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_12_036_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-05T00:00:00,2023-01-03T12:00:00,2023-01-05T00:00:00,36,16.0,16.34,314.85,308.86,5.99,1,12z,36,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_12_036_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-05T00:00:00,2023-01-03T12:00:00,2023-01-05T00:00:00,36,17.0,18.51,582.47,556.06,26.41,1,12z,36,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230103_12_036_subset.grib2
