station_id,station_lat,station_lon,station_type,observation_time,forecast_issue_time,forecast_valid_time,lead_time_hours,observed_temperature_c,gfs_temperature_c,station_elevation_m,gfs_reference_elevation_m,elevation_difference_m,observation_qc,forecast_cycle,forecast_hour,gfs_grid_lat,gfs_grid_lon,forecast_source,forecast_file
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-08T12:00:00,2023-01-07T12:00:00,2023-01-08T12:00:00,24,29.0,25.37,11.27,0.86,10.41,1,12z,24,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230107_12_024_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-08T12:00:00,2023-01-07T12:00:00,2023-01-08T12:00:00,24,26.0,21.58,314.85,308.86,5.99,1,12z,24,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230107_12_024_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-08T12:00:00,2023-01-07T12:00:00,2023-01-08T12:00:00,24,26.0,24.84,582.47,556.06,26.41,1,12z,24,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230107_12_024_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-09T00:00:00,2023-01-07T12:00:00,2023-01-09T00:00:00,36,10.2,16.35,558.0,677.98,-119.98,1,12z,36,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230107_12_036_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-09T00:00:00,2023-01-07T12:00:00,2023-01-09T00:00:00,36,24.0,24.56,11.27,0.86,10.41,1,12z,36,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230107_12_036_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-09T00:00:00,2023-01-07T12:00:00,2023-01-09T00:00:00,36,10.0,12.87,314.85,308.86,5.99,1,12z,36,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230107_12_036_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-09T00:00:00,2023-01-07T12:00:00,2023-01-09T00:00:00,36,10.0,14.92,582.47,556.06,26.41,1,12z,36,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230107_12_036_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-01-09T12:00:00,2023-01-07T12:00:00,2023-01-09T12:00:00,48,26.0,26.1,558.0,677.98,-119.98,1,12z,48,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230107_12_048_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-01-09T12:00:00,2023-01-07T12:00:00,2023-01-09T12:00:00,48,29.0,24.8,11.27,0.86,10.41,1,12z,48,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230107_12_048_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-01-09T12:00:00,2023-01-07T12:00:00,2023-01-09T12:00:00,48,26.0,23.1,314.85,308.86,5.99,1,12z,48,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230107_12_048_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-01-09T12:00:00,2023-01-07T12:00:00,2023-01-09T12:00:00,48,27.0,24.9,582.47,556.06,26.41,1,12z,48,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230107_12_048_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-01T12:00:00,2023-04-01T00:00:00,2023-04-01T12:00:00,12,33.4,31.89,558.0,677.98,-119.98,1,00z,12,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_012_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-01T12:00:00,2023-04-01T00:00:00,2023-04-01T12:00:00,12,29.0,27.19,11.27,0.86,10.41,1,00z,12,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_012_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-01T12:00:00,2023-04-01T00:00:00,2023-04-01T12:00:00,12,35.0,34.69,314.85,308.86,5.99,1,00z,12,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_012_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-01T12:00:00,2023-04-01T00:00:00,2023-04-01T12:00:00,12,33.0,32.49,582.47,556.06,26.41,1,00z,12,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_012_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-02T00:00:00,2023-04-01T00:00:00,2023-04-02T00:00:00,24,16.4,19.38,558.0,677.98,-119.98,1,00z,24,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_024_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-02T00:00:00,2023-04-01T00:00:00,2023-04-02T00:00:00,24,25.0,26.18,11.27,0.86,10.41,1,00z,24,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_024_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-02T00:00:00,2023-04-01T00:00:00,2023-04-02T00:00:00,24,22.0,25.18,314.85,308.86,5.99,1,00z,24,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_024_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-02T00:00:00,2023-04-01T00:00:00,2023-04-02T00:00:00,24,20.4,23.68,582.47,556.06,26.41,1,00z,24,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_024_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-02T12:00:00,2023-04-01T00:00:00,2023-04-02T12:00:00,36,33.0,31.39,558.0,677.98,-119.98,1,00z,36,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_036_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-02T12:00:00,2023-04-01T00:00:00,2023-04-02T12:00:00,36,29.0,27.29,11.27,0.86,10.41,1,00z,36,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_036_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-02T12:00:00,2023-04-01T00:00:00,2023-04-02T12:00:00,36,36.0,36.59,314.85,308.86,5.99,1,00z,36,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_036_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-02T12:00:00,2023-04-01T00:00:00,2023-04-02T12:00:00,36,33.0,34.39,582.47,556.06,26.41,1,00z,36,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_036_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-03T00:00:00,2023-04-01T00:00:00,2023-04-03T00:00:00,48,18.8,19.28,558.0,677.98,-119.98,1,00z,48,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_048_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-03T00:00:00,2023-04-01T00:00:00,2023-04-03T00:00:00,48,26.0,26.1,11.27,0.86,10.41,1,00z,48,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_048_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-03T00:00:00,2023-04-01T00:00:00,2023-04-03T00:00:00,48,23.0,26.26,314.85,308.86,5.99,1,00z,48,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_048_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-03T00:00:00,2023-04-01T00:00:00,2023-04-03T00:00:00,48,22.0,23.97,582.47,556.06,26.41,1,00z,48,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_00_048_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-02T00:00:00,2023-04-01T12:00:00,2023-04-02T00:00:00,12,16.4,19.6,558.0,677.98,-119.98,1,12z,12,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_012_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-02T00:00:00,2023-04-01T12:00:00,2023-04-02T00:00:00,12,25.0,26.0,11.27,0.86,10.41,1,12z,12,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_012_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-02T00:00:00,2023-04-01T12:00:00,2023-04-02T00:00:00,12,22.0,24.3,314.85,308.86,5.99,1,12z,12,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_012_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-02T00:00:00,2023-04-01T12:00:00,2023-04-02T00:00:00,12,20.4,23.3,582.47,556.06,26.41,1,12z,12,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_012_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-02T12:00:00,2023-04-01T12:00:00,2023-04-02T12:00:00,24,33.0,31.52,558.0,677.98,-119.98,1,12z,24,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_024_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-02T12:00:00,2023-04-01T12:00:00,2023-04-02T12:00:00,24,29.0,27.12,11.27,0.86,10.41,1,12z,24,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_024_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-02T12:00:00,2023-04-01T12:00:00,2023-04-02T12:00:00,24,36.0,36.02,314.85,308.86,5.99,1,12z,24,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_024_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-02T12:00:00,2023-04-01T12:00:00,2023-04-02T12:00:00,24,33.0,34.32,582.47,556.06,26.41,1,12z,24,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_024_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-03T00:00:00,2023-04-01T12:00:00,2023-04-03T00:00:00,36,18.8,18.96,558.0,677.98,-119.98,1,12z,36,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_036_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-03T00:00:00,2023-04-01T12:00:00,2023-04-03T00:00:00,36,26.0,25.89,11.27,0.86,10.41,1,12z,36,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_036_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-03T00:00:00,2023-04-01T12:00:00,2023-04-03T00:00:00,36,23.0,26.61,314.85,308.86,5.99,1,12z,36,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_036_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-03T00:00:00,2023-04-01T12:00:00,2023-04-03T00:00:00,36,22.0,23.18,582.47,556.06,26.41,1,12z,36,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_036_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-03T12:00:00,2023-04-01T12:00:00,2023-04-03T12:00:00,48,32.8,31.66,558.0,677.98,-119.98,1,12z,48,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_048_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-03T12:00:00,2023-04-01T12:00:00,2023-04-03T12:00:00,48,29.0,27.16,11.27,0.86,10.41,1,12z,48,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_048_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-03T12:00:00,2023-04-01T12:00:00,2023-04-03T12:00:00,48,36.0,37.76,314.85,308.86,5.99,1,12z,48,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_048_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-03T12:00:00,2023-04-01T12:00:00,2023-04-03T12:00:00,48,34.0,35.06,582.47,556.06,26.41,1,12z,48,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230401_12_048_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-02T12:00:00,2023-04-02T00:00:00,2023-04-02T12:00:00,12,33.0,31.46,558.0,677.98,-119.98,1,00z,12,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_012_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-02T12:00:00,2023-04-02T00:00:00,2023-04-02T12:00:00,12,29.0,27.16,11.27,0.86,10.41,1,00z,12,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_012_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-02T12:00:00,2023-04-02T00:00:00,2023-04-02T12:00:00,12,36.0,36.26,314.85,308.86,5.99,1,00z,12,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_012_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-02T12:00:00,2023-04-02T00:00:00,2023-04-02T12:00:00,12,33.0,33.66,582.47,556.06,26.41,1,00z,12,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_012_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-03T00:00:00,2023-04-02T00:00:00,2023-04-03T00:00:00,24,18.8,18.67,558.0,677.98,-119.98,1,00z,24,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_024_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-03T00:00:00,2023-04-02T00:00:00,2023-04-03T00:00:00,24,26.0,25.89,11.27,0.86,10.41,1,00z,24,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_024_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-03T00:00:00,2023-04-02T00:00:00,2023-04-03T00:00:00,24,23.0,26.17,314.85,308.86,5.99,1,00z,24,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_024_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-03T00:00:00,2023-04-02T00:00:00,2023-04-03T00:00:00,24,22.0,22.91,582.47,556.06,26.41,1,00z,24,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_024_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-03T12:00:00,2023-04-02T00:00:00,2023-04-03T12:00:00,36,32.8,32.87,558.0,677.98,-119.98,1,00z,36,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_036_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-03T12:00:00,2023-04-02T00:00:00,2023-04-03T12:00:00,36,29.0,27.17,11.27,0.86,10.41,1,00z,36,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_036_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-03T12:00:00,2023-04-02T00:00:00,2023-04-03T12:00:00,36,36.0,37.17,314.85,308.86,5.99,1,00z,36,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_036_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-03T12:00:00,2023-04-02T00:00:00,2023-04-03T12:00:00,36,34.0,34.77,582.47,556.06,26.41,1,00z,36,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_036_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-04T00:00:00,2023-04-02T00:00:00,2023-04-04T00:00:00,48,20.0,20.82,558.0,677.98,-119.98,1,00z,48,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_048_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-04T00:00:00,2023-04-02T00:00:00,2023-04-04T00:00:00,48,25.0,26.3,11.27,0.86,10.41,1,00z,48,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_048_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-04T00:00:00,2023-04-02T00:00:00,2023-04-04T00:00:00,48,24.0,27.5,314.85,308.86,5.99,1,00z,48,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_048_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-04T00:00:00,2023-04-02T00:00:00,2023-04-04T00:00:00,48,23.0,25.26,582.47,556.06,26.41,1,00z,48,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_00_048_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-03T00:00:00,2023-04-02T12:00:00,2023-04-03T00:00:00,12,18.8,18.64,558.0,677.98,-119.98,1,12z,12,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_012_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-03T00:00:00,2023-04-02T12:00:00,2023-04-03T00:00:00,12,26.0,25.47,11.27,0.86,10.41,1,12z,12,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_012_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-03T00:00:00,2023-04-02T12:00:00,2023-04-03T00:00:00,12,23.0,25.39,314.85,308.86,5.99,1,12z,12,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_012_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-03T00:00:00,2023-04-02T12:00:00,2023-04-03T00:00:00,12,22.0,23.12,582.47,556.06,26.41,1,12z,12,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_012_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-03T12:00:00,2023-04-02T12:00:00,2023-04-03T12:00:00,24,32.8,32.31,558.0,677.98,-119.98,1,12z,24,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_024_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-03T12:00:00,2023-04-02T12:00:00,2023-04-03T12:00:00,24,29.0,26.91,11.27,0.86,10.41,1,12z,24,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_024_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-03T12:00:00,2023-04-02T12:00:00,2023-04-03T12:00:00,24,36.0,36.31,314.85,308.86,5.99,1,12z,24,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_024_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-03T12:00:00,2023-04-02T12:00:00,2023-04-03T12:00:00,24,34.0,34.71,582.47,556.06,26.41,1,12z,24,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_024_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-04T00:00:00,2023-04-02T12:00:00,2023-04-04T00:00:00,36,20.0,20.48,558.0,677.98,-119.98,1,12z,36,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_036_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-04T00:00:00,2023-04-02T12:00:00,2023-04-04T00:00:00,36,25.0,25.93,11.27,0.86,10.41,1,12z,36,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_036_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-04T00:00:00,2023-04-02T12:00:00,2023-04-04T00:00:00,36,24.0,27.09,314.85,308.86,5.99,1,12z,36,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_036_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-04T00:00:00,2023-04-02T12:00:00,2023-04-04T00:00:00,36,23.0,24.73,582.47,556.06,26.41,1,12z,36,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_036_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-04T12:00:00,2023-04-02T12:00:00,2023-04-04T12:00:00,48,33.0,33.01,558.0,677.98,-119.98,1,12z,48,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_048_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-04T12:00:00,2023-04-02T12:00:00,2023-04-04T12:00:00,48,29.0,27.43,11.27,0.86,10.41,1,12z,48,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_048_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-04T12:00:00,2023-04-02T12:00:00,2023-04-04T12:00:00,48,37.0,37.94,314.85,308.86,5.99,1,12z,48,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_048_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-04T12:00:00,2023-04-02T12:00:00,2023-04-04T12:00:00,48,36.0,35.43,582.47,556.06,26.41,5,12z,48,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230402_12_048_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-03T12:00:00,2023-04-03T00:00:00,2023-04-03T12:00:00,12,32.8,32.51,558.0,677.98,-119.98,1,00z,12,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_012_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-03T12:00:00,2023-04-03T00:00:00,2023-04-03T12:00:00,12,29.0,27.01,11.27,0.86,10.41,1,00z,12,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_012_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-03T12:00:00,2023-04-03T00:00:00,2023-04-03T12:00:00,12,36.0,37.21,314.85,308.86,5.99,1,00z,12,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_012_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-03T12:00:00,2023-04-03T00:00:00,2023-04-03T12:00:00,12,34.0,34.31,582.47,556.06,26.41,1,00z,12,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_012_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-04T00:00:00,2023-04-03T00:00:00,2023-04-04T00:00:00,24,20.0,20.4,558.0,677.98,-119.98,1,00z,24,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_024_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-04T00:00:00,2023-04-03T00:00:00,2023-04-04T00:00:00,24,25.0,26.32,11.27,0.86,10.41,1,00z,24,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_024_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-04T00:00:00,2023-04-03T00:00:00,2023-04-04T00:00:00,24,24.0,27.65,314.85,308.86,5.99,1,00z,24,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_024_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-04T00:00:00,2023-04-03T00:00:00,2023-04-04T00:00:00,24,23.0,24.75,582.47,556.06,26.41,1,00z,24,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_024_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-04T12:00:00,2023-04-03T00:00:00,2023-04-04T12:00:00,36,33.0,32.86,558.0,677.98,-119.98,1,00z,36,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_036_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-04T12:00:00,2023-04-03T00:00:00,2023-04-04T12:00:00,36,29.0,27.7,11.27,0.86,10.41,1,00z,36,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_036_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-04T12:00:00,2023-04-03T00:00:00,2023-04-04T12:00:00,36,37.0,37.75,314.85,308.86,5.99,1,00z,36,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_036_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-04T12:00:00,2023-04-03T00:00:00,2023-04-04T12:00:00,36,36.0,35.28,582.47,556.06,26.41,5,00z,36,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_036_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-05T00:00:00,2023-04-03T00:00:00,2023-04-05T00:00:00,48,19.8,21.9,558.0,677.98,-119.98,1,00z,48,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_048_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-05T00:00:00,2023-04-03T00:00:00,2023-04-05T00:00:00,48,26.0,27.08,11.27,0.86,10.41,1,00z,48,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_048_subset.grib2
42867099999,21.092192,79.047183,Synoptic/Airport,2023-04-05T00:00:00,2023-04-03T00:00:00,2023-04-05T00:00:00,48,27.0,28.2,314.85,308.86,5.99,1,00z,48,21.0,79.0,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_048_subset.grib2
43014099999,19.863169,75.398206,Synoptic/Airport,2023-04-05T00:00:00,2023-04-03T00:00:00,2023-04-05T00:00:00,48,24.0,26.32,582.47,556.06,26.41,1,00z,48,19.75,75.5,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_00_048_subset.grib2
43063099999,18.5333333,73.85,Synoptic/Airport,2023-04-04T00:00:00,2023-04-03T12:00:00,2023-04-04T00:00:00,12,20.0,20.8,558.0,677.98,-119.98,1,12z,12,18.5,73.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_12_012_subset.grib2
43003099999,19.088686,72.867919,Synoptic/Airport,2023-04-04T00:00:00,2023-04-03T12:00:00,2023-04-04T00:00:00,12,25.0,25.9,11.27,0.86,10.41,1,12z,12,19.0,72.75,NOAA NCEI GFS Archive,experiments/phase6/data/raw/gfs_20230403_12_012_subset.grib2
